TOTAL_TEXT_CHANGED=1027

factions/adepta-sororitas.js | core-leader | "领袖" | len 999 -> 2 | "某些 **角色(Character)** 单位在牌表上列有「领袖」。这些 **角"… -> "领袖"
factions/agents-of-imperium.js | core-leader | "领袖" | len 1017 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领导」。这类 **"… -> "领袖"
factions/agents-of-imperium.js | core-leader | "领袖" | len 978 -> 2 | "某些 **角色(Character)** 单位的资料卡上列有「领袖」。这些 **"… -> "领袖"
factions/agents-of-imperium.js | core-lone-operative | "独行特工" | len 59 -> 4 | "除非此单位为附属单位的一部分（参见部署能力章节的领袖），否则此单位只有在攻击模型"… -> "独行特工"
factions/agents-of-imperium.js | core-deadly-demise-d3 | "致命破灭" | len 150 -> 6 | "某些模型的能力上列有「致命破灭 x」。当此类模型被摧毁时，在将其移出游戏前掷一个"… -> "致命破灭D3"
factions/agents-of-imperium.js | core-leader | "领袖" | len 934 -> 2 | "部分**角色(Character)**单位的数据表上列有「领袖」。这些**角色("… -> "领袖"
factions/agents-of-imperium.js | core-leader | "领袖" | len 990 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领袖」。这类 **"… -> "领袖"
factions/agents-of-imperium.js | core-deadly-demise-d3 | "致命破灭" | len 149 -> 6 | "部分模型的能力栏列有「致命破灭 x」。当此类模型被消灭时，在将其从游戏中移除前掷"… -> "致命破灭D3"
factions/agents-of-imperium.js | core-feel-no-pain-6 | "不觉疼痛6+" | len 136 -> 6 | "某些模型具有「不觉疼痛 x+」能力。此模型每次承受伤害并即将失去一个创伤时（包括"… -> "不觉疼痛6+"
factions/agents-of-imperium.js | core-leader | "领袖" | len 978 -> 2 | "某些**角色(Character)**单位的士兵簿上列有「领导者」。这些**角色"… -> "领袖"
factions/agents-of-imperium.js | core-leader | "领袖" | len 988 -> 2 | "一些 **角色(Character)** 单位在其资料表上列有「领导者」。这样的"… -> "领袖"
factions/agents-of-imperium.js | core-infiltrators | "渗透" | len 71 -> 2 | "部署期间，若此单位中的每个模型都具有此能力，则当你部署它时，它可以被部署在战场上"… -> "渗透"
factions/agents-of-imperium.js | core-lone-operative | "独行特工" | len 59 -> 4 | "除非此单位为附属单位的一部分（参见部署能力章节的领袖），否则此单位只有在攻击模型"… -> "独行特工"
factions/agents-of-imperium.js | core-stealth | "潜行" | len 42 -> 2 | "若此单位内每个模型都具有此能力，则每次对其进行远程攻击时，从该攻击的命中掷骰减 "… -> "潜行"
factions/astra-militarum.js | core-deadly-demise-1 | "致命破灭" | len 190 -> 5 | "此能力一律以「致命破灭 X」的形式呈现。每当此单位中的一个模型被**摧毁**时，"… -> "致命破灭1"
factions/astra-militarum.js | core-deadly-demise-d6 | "致命破灭" | len 190 -> 6 | "此能力一律以「致命破灭 X」的形式呈现。每当此单位中的一个模型被**摧毁**时，"… -> "致命破灭D6"
factions/astra-militarum.js | core-deadly-demise-d6-2 | "致命破灭" | len 190 -> 8 | "此能力一律以「致命破灭 X」的形式呈现。每当此单位中的一个模型被**摧毁**时，"… -> "致命破灭D6+2"
factions/astra-militarum.js | core-deadly-demise-d6-2 | "致命破灭" | len 190 -> 8 | "此能力一律以「致命破灭 X」的形式呈现。每当此单位中的一个模型被**摧毁**时，"… -> "致命破灭D6+2"
factions/astra-militarum.js | core-deadly-demise-d6-2 | "致命破灭" | len 190 -> 8 | "此能力一律以「致命破灭 X」的形式呈现。每当此单位中的一个模型被**摧毁**时，"… -> "致命破灭D6+2"
factions/astra-militarum.js | core-deadly-demise-d3 | "致命破灭" | len 190 -> 6 | "此能力一律以「致命破灭 X」的形式呈现。每当此单位中的一个模型被**摧毁**时，"… -> "致命破灭D3"
factions/astra-militarum.js | core-feel-no-pain-6 | "不觉疼痛6+" | len 64 -> 6 | "此能力一律以「不觉疼痛 X+」的形式呈现。每当具有此能力的模型将要失去一个伤值时"… -> "不觉疼痛6+"
factions/astra-militarum.js | core-leader | "领袖" | len 228 -> 2 | "战斗开始前，在**集结军队(Muster Armies)**步骤中，对于你军队中"… -> "领袖"
factions/astra-militarum.js | core-leader | "领袖" | len 228 -> 2 | "战斗开始前，在**集结军队(Muster Armies)**步骤中，对于你军队中"… -> "领袖"
factions/astra-militarum.js | core-infiltrators | "渗透" | len 65 -> 2 | "在部署期间，若一个单位中的每个模型都具有此能力，则可将其设置在战场上任何距离你对"… -> "渗透"
factions/astra-militarum.js | core-stealth | "潜行" | len 61 -> 2 | "若一个单位中的每个模型都具有此能力，则每当有远程攻击以该单位为目标时，该单位在该"… -> "潜行"
factions/astra-militarum.js | core-leader | "领袖" | len 228 -> 2 | "战斗开始前，在**集结军队(Muster Armies)**步骤中，对于你军队中"… -> "领袖"
factions/astra-militarum.js | core-deadly-demise-d3 | "致命破灭" | len 190 -> 6 | "此能力一律以「致命破灭 X」的形式呈现。每当此单位中的一个模型被**摧毁**时，"… -> "致命破灭D3"
factions/astra-militarum.js | core-deadly-demise-d3 | "致命破灭" | len 190 -> 6 | "此能力一律以「致命破灭 X」的形式呈现。每当此单位中的一个模型被**摧毁**时，"… -> "致命破灭D3"
factions/astra-militarum.js | core-leader | "领袖" | len 228 -> 2 | "战斗开始前，在**集结军队(Muster Armies)**步骤中，对于你军队中"… -> "领袖"
factions/astra-militarum.js | core-deadly-demise-1 | "致命破灭" | len 190 -> 5 | "此能力一律以「致命破灭 X」的形式呈现。每当此单位中的一个模型被**摧毁**时，"… -> "致命破灭1"
factions/astra-militarum.js | core-deadly-demise-d3 | "致命破灭" | len 190 -> 6 | "此能力一律以「致命破灭 X」的形式呈现。每当此单位中的一个模型被**摧毁**时，"… -> "致命破灭D3"
factions/astra-militarum.js | core-leader | "领袖" | len 228 -> 2 | "战斗开始前，在**集结军队(Muster Armies)**步骤中，对于你军队中"… -> "领袖"
factions/astra-militarum.js | core-leader | "领袖" | len 228 -> 2 | "战斗开始前，在**集结军队(Muster Armies)**步骤中，对于你军队中"… -> "领袖"
factions/astra-militarum.js | core-deadly-demise-d6 | "致命破灭" | len 190 -> 6 | "此能力一律以「致命破灭 X」的形式呈现。每当此单位中的一个模型被**摧毁**时，"… -> "致命破灭D6"
factions/astra-militarum.js | core-deadly-demise-d6-2 | "致命破灭" | len 190 -> 8 | "此能力一律以「致命破灭 X」的形式呈现。每当此单位中的一个模型被**摧毁**时，"… -> "致命破灭D6+2"
factions/astra-militarum.js | core-infiltrators | "渗透" | len 65 -> 2 | "在部署期间，若一个单位中的每个模型都具有此能力，则可将其设置在战场上任何距离你对"… -> "渗透"
factions/astra-militarum.js | core-lone-operative | "独行特工" | len 99 -> 4 | "除非作为一个**联合(attached)单位**的一部分，否则此单位对 12\\\""… -> "独行特工"
factions/astra-militarum.js | core-stealth | "潜行" | len 61 -> 2 | "若一个单位中的每个模型都具有此能力，则每当有远程攻击以该单位为目标时，该单位在该"… -> "潜行"
factions/astra-militarum.js | core-deadly-demise-d6-2 | "致命破灭" | len 190 -> 8 | "此能力一律以「致命破灭 X」的形式呈现。每当此单位中的一个模型被**摧毁**时，"… -> "致命破灭D6+2"
factions/astra-militarum.js | core-deadly-demise-d6 | "致命破灭" | len 190 -> 6 | "此能力一律以「致命破灭 X」的形式呈现。每当此单位中的一个模型被**摧毁**时，"… -> "致命破灭D6"
factions/astra-militarum.js | core-deadly-demise-1 | "致命破灭" | len 190 -> 5 | "此能力一律以「致命破灭 X」的形式呈现。每当此单位中的一个模型被**摧毁**时，"… -> "致命破灭1"
factions/astra-militarum.js | core-deadly-demise-d3 | "致命破灭" | len 190 -> 6 | "此能力一律以「致命破灭 X」的形式呈现。每当此单位中的一个模型被**摧毁**时，"… -> "致命破灭D3"
factions/astra-militarum.js | core-leader | "领袖" | len 228 -> 2 | "战斗开始前，在**集结军队(Muster Armies)**步骤中，对于你军队中"… -> "领袖"
factions/astra-militarum.js | core-deadly-demise-d3 | "致命破灭" | len 190 -> 6 | "此能力一律以「致命破灭 X」的形式呈现。每当此单位中的一个模型被**摧毁**时，"… -> "致命破灭D3"
factions/astra-militarum.js | core-deadly-demise-d3 | "致命破灭" | len 190 -> 6 | "此能力一律以「致命破灭 X」的形式呈现。每当此单位中的一个模型被**摧毁**时，"… -> "致命破灭D3"
factions/astra-militarum.js | core-deadly-demise-d3 | "致命破灭" | len 190 -> 6 | "此能力一律以「致命破灭 X」的形式呈现。每当此单位中的一个模型被**摧毁**时，"… -> "致命破灭D3"
factions/astra-militarum.js | core-deadly-demise-d3 | "致命破灭" | len 190 -> 6 | "此能力一律以「致命破灭 X」的形式呈现。每当此单位中的一个模型被**摧毁**时，"… -> "致命破灭D3"
factions/astra-militarum.js | core-deadly-demise-d3 | "致命破灭" | len 190 -> 6 | "此能力一律以「致命破灭 X」的形式呈现。每当此单位中的一个模型被**摧毁**时，"… -> "致命破灭D3"
factions/astra-militarum.js | core-deadly-demise-d3 | "致命破灭" | len 190 -> 6 | "此能力一律以「致命破灭 X」的形式呈现。每当此单位中的一个模型被**摧毁**时，"… -> "致命破灭D3"
factions/astra-militarum.js | core-deadly-demise-d3 | "致命破灭" | len 190 -> 6 | "此能力一律以「致命破灭 X」的形式呈现。每当此单位中的一个模型被**摧毁**时，"… -> "致命破灭D3"
factions/astra-militarum.js | core-deadly-demise-d3 | "致命破灭" | len 190 -> 6 | "此能力一律以「致命破灭 X」的形式呈现。每当此单位中的一个模型被**摧毁**时，"… -> "致命破灭D3"
factions/astra-militarum.js | core-leader | "领袖" | len 228 -> 2 | "战斗开始前，在**集结军队(Muster Armies)**步骤中，对于你军队中"… -> "领袖"
factions/astra-militarum.js | core-feel-no-pain-6 | "不觉疼痛6+" | len 64 -> 6 | "此能力一律以「不觉疼痛 X+」的形式呈现。每当具有此能力的模型将要失去一个伤值时"… -> "不觉疼痛6+"
factions/astra-militarum.js | core-leader | "领袖" | len 228 -> 2 | "战斗开始前，在**集结军队(Muster Armies)**步骤中，对于你军队中"… -> "领袖"
factions/astra-militarum.js | core-deadly-demise-d3 | "致命破灭" | len 190 -> 6 | "此能力一律以「致命破灭 X」的形式呈现。每当此单位中的一个模型被**摧毁**时，"… -> "致命破灭D3"
factions/astra-militarum.js | core-leader | "领袖" | len 228 -> 2 | "战斗开始前，在**集结军队(Muster Armies)**步骤中，对于你军队中"… -> "领袖"
factions/astra-militarum.js | core-deep-strike | "深入打击" | len 106 -> 4 | "每当此单位进行一次**进场移动(ingress move)**（20.04）时，"… -> "深入打击"
factions/astra-militarum.js | core-leader | "领袖" | len 228 -> 2 | "战斗开始前，在**集结军队(Muster Armies)**步骤中，对于你军队中"… -> "领袖"
factions/astra-militarum.js | core-feel-no-pain-5 | "不觉疼痛5+" | len 64 -> 6 | "此能力一律以「不觉疼痛 X+」的形式呈现。每当具有此能力的模型将要失去一个伤值时"… -> "不觉疼痛5+"
factions/astra-militarum.js | core-feel-no-pain-6 | "不觉疼痛6+" | len 64 -> 6 | "此能力一律以「不觉疼痛 X+」的形式呈现。每当具有此能力的模型将要失去一个伤值时"… -> "不觉疼痛6+"
factions/astra-militarum.js | core-feel-no-pain-6 | "不觉疼痛6+" | len 64 -> 6 | "此能力一律以「不觉疼痛 X+」的形式呈现。每当具有此能力的模型将要失去一个伤值时"… -> "不觉疼痛6+"
factions/astra-militarum.js | core-leader | "领袖" | len 228 -> 2 | "战斗开始前，在**集结军队(Muster Armies)**步骤中，对于你军队中"… -> "领袖"
factions/astra-militarum.js | core-infiltrators | "渗透" | len 65 -> 2 | "在部署期间，若一个单位中的每个模型都具有此能力，则可将其设置在战场上任何距离你对"… -> "渗透"
factions/astra-militarum.js | core-stealth | "潜行" | len 61 -> 2 | "若一个单位中的每个模型都具有此能力，则每当有远程攻击以该单位为目标时，该单位在该"… -> "潜行"
factions/astra-militarum.js | core-deadly-demise-d6 | "致命破灭" | len 190 -> 6 | "此能力一律以「致命破灭 X」的形式呈现。每当此单位中的一个模型被**摧毁**时，"… -> "致命破灭D6"
factions/astra-militarum.js | core-deadly-demise-d6 | "致命破灭" | len 190 -> 6 | "此能力一律以「致命破灭 X」的形式呈现。每当此单位中的一个模型被**摧毁**时，"… -> "致命破灭D6"
factions/astra-militarum.js | core-deadly-demise-1 | "致命破灭" | len 190 -> 5 | "此能力一律以「致命破灭 X」的形式呈现。每当此单位中的一个模型被**摧毁**时，"… -> "致命破灭1"
factions/astra-militarum.js | core-deadly-demise-d6-2 | "致命破灭" | len 190 -> 8 | "此能力一律以「致命破灭 X」的形式呈现。每当此单位中的一个模型被**摧毁**时，"… -> "致命破灭D6+2"
factions/astra-militarum.js | core-infiltrators | "渗透" | len 65 -> 2 | "在部署期间，若一个单位中的每个模型都具有此能力，则可将其设置在战场上任何距离你对"… -> "渗透"
factions/astra-militarum.js | core-lone-operative | "独行特工" | len 99 -> 4 | "除非作为一个**联合(attached)单位**的一部分，否则此单位对 12\\\""… -> "独行特工"
